Tweet,Polarity
 هيهات من الذله رحمت الله عليك يا شهيد الله نمر باقر النمر لم تقبل بالذل مت عزيزا وعشت عزيزا مثل جدك الامام الحسين ع ,pos
 هيهات منا الذله كما قال سيد الشهداا الامام الحسين رحمك الله ياشيخنا النمر,pos
 ورغم ثراا عائلته الا انه كان متواضعا وزاهدا الشهيد نمر النمر ,pos
 وما قتلوه يقينا لان من ينال الشهاده العظمى كالشيخ النمر يتحول رمزا للحياه ,pos
ابطال ,pos
اخواني واخواتي المؤمنين والمؤمنات ارجوا قرااه سوره الفاتحه على روح الشهيد المجاهد الشيخ نمر باقر النمر ,pos
الداخليه تطوي صفحه حامل لواا الطائفيه نمر النمر ,pos
الشهيد الشيخ النمر ,pos
الف رحمه ونور على روحك الطاهره يا بطل ,pos
بشري خيره اعدام المتمرد نمر النمر,pos
رحمه الله نمر النمر ,pos
شعب ايران بطل عن جد وبيقف بحق مع شعوب ,pos
صوره الشيخ النمر صباح هذا اليوم قبل اعدامه ثواني من وقتك اكتب الله يرحمه ,pos
عندما يفرح وطن باكمله بهذا الحدث فاعلم يا محلل سياسي و يا مثقف ان من اعدم النمر هي اراده الشعب وبشرع الله تنفيذ_القصاص_علي_47_ارهابي,pos
نمر النمر ايقونه الشجاعه والرفض ,pos
 _ اللهم سدد رميهم وقوي عزائمهم وثبتهم وانصرهم واحفظهم بعينك التي لا تنام رجال_الحد_الجنوبي ,pos
 0 وانت تنتظر افطارك بين ابنائك وهؤلاا في مواقعهم تركو عائلاتهم وابنائهم لحمايتك فتذكرهم بدعوه رجال_الحد_الجنوبي h ,pos
 30 الف تغريده سعوديه لدعم وشكر جنود الحد الجنوبي جنودنا_البواسل رجال_الحد_الجنوبي ,pos
 Retweeted سعود الناصر _ابوفهد رجال_الحد_الجنوبي جنودنا_البواسل الشهيد الزهراني استقبله ,pos
 YouTube رجال_الحد_الجنوبي اهداا لكل رجل على حدود بلادي حفظهم الله ورعاهم,pos
 ابطال الحرس الوطني الربوعه رجال_الحد_الجنوبي الربوعه نجران_الان ,pos
 ابطال حرس الحدود كفو وسبعين نعم رجال_الحد_الجنوبي نجران_الان جيزان_الان ,pos
 ابطالنا البواسل الحد_الجنوبي تغريده_من_الحد رجال_الحد_الجنوبي جازان نجران الخوبه الربوعه عاصفه_الحزم ,pos
 ابطالنا رجال_الحد_الجنوبي اسال الله العلي العظيم ان يعجل لكم النصر وان يحفظكم من كل سوا ومكروه انتم حماه الوطن ,pos
 ابطالنا يسطرون الملاحم بشجاعه وبساله اللهم ثبتهم وانصرهم واربط على قلوبهم رجال_الحد_الجنوبي الحد_الجنوبي ,pos
 اتخافون على ابطال اسلحتهم رايه التوحيد والتوكل على الله اللهم احفظ جنودنا رجال_الحد_الجنوبي ,pos
 احد الجنود الذين استشهدوا امس طبت حيا و طبت ميتا عاصفه_الحزم السهم_الذهبي رجال_الحد_الجنوبي ,pos
 احسن الله عزااكم وغفر الله له واسكنه فسيح جناته رجال_الحد_الجنوبي,pos
 اخاف ادنق اخذ بخاطر الجرح و يصيب ساق المملكه جرح ثاني رجال_الحد_الجنوبي اللهم انصرهم وارحم الشهداا واشف المصابين ,pos
 اخاف ادنق واخذ بخاطر الجرح ويصيب ساق المملكه جرح ثاني رجال_الحد_الجنوبي نسال لهم النصر والتمكين والسلامه ,pos
 اخواني بالحد الجنوبي اتمنئ عودتكم سالمين منتصرين المرشحه_قماشه_فقيهي الانتخابات_البلديه الدائره_العاشره رقمي23 رجال_الح ,pos
 اداره_تحريات_شرطه_الرياض رجال_الحد_الجنوبي عمل امني كبير يستحق منا شكر الله ثم رجال الامن الابطال اللهم ادم علينا نعمه ,pos
 ادعو لهم ففضائل الامن ونعمه بعد فضل الله ومشيئته تحت ايديهم وهل هناك اعز علي الله من الدعاا رجال_الحد_الجنوبي ,pos
 اذا استشهد احد جنودنا البواسل فاعلم انه تلقى رصاصه لتبقى انت امنا في بيتك مع ابنائك شاركوهم بالدعاا بالنصر والثبات رجال ,pos
 اذا الاعلام تجاهلكم واتجه اعلامهم للكره فتذكرو انتم فخرنا وسندنا فنحن معكم قلبا وقالبا ر ,pos
 اذا نشر خبر استشهاد احد جنودنا البواسل فاعلم انه تلقى رصاصه لتبقى انت امنا في بيتك مع ابنائك فلا تنسوهم من الدعاا ,pos
 اذا نشر خبر استشهاد احد جنودنا_البواسل فاعلم انه تلقى رصاصه لتبقى انت امنا في بيتك عباره يجب ان يعيها ابناؤنا رج ,pos
 اسال الله العلي العظيم ان ينصرهم صوره عن الف صوره لجندي مصاب يكافح ويحارب من اجل دينه ووطنه رجال_الحد_الجنوبي ,pos
 اسال الله ان يسدد رميهم ويرحم الشهداا ويشفي المصابين وينصرهم نصرا مؤزرا استودعكم الرحمن الله ي حفظكم رجال_الحد_ال ,pos
 اسال الله ان ينصرهم ويحفظهم ويسدد رميهم ويدحر على ايديهم اعداا الدين والوطن رجال_الحد_الجنوبي امين ,pos
 استشهاد_محمد_سعيد_العطوي بطل وابن ابطال ويسطرون اروع البطولات اللهم تقبله في الشهداا وعزائنا لاهله وخاصته رجال_الحد_الجنوبي,pos
 استودعنا الله جنودنا الله ينصرهم بنصره و يؤيدهم بتاييده ويحفظ لنا هذا الوطن سخااا رخااا عطااا غدقا الى يوم الدين رج ,pos
 استودعناكم الله الله ينصركم ويرجعكم سالمين رجال_الحد_الجنوبي,pos
 استودعناكم اللي ماتغفى عينه رجال_الحد_الجنوبي,pos
 اشداا على الكفار رحماا بينهم اللهم سدد رميهم وانصرهم على عدوك وعدوهم وردهم لنا منصورين يارب رجال_الحد_الجنوبي ,pos
 اشداا على الكفار رحماا بينهم نصر قريب وفتح مبين باذن الله رجال_الحد_الجنوبي ,pos
 اعظم رجال الارض رجال_الحد_الجنوبي ,pos
 اعلامنا_ينسى_ابطالنا لن يخذل جيش بحول الله طالما انه يركع ويسجد لله ويذكر الله قياما وقعودا رجال_الحد_الجنوبي ,pos
 اعلامنا_ينسي_ابطالنا رجال_الحد_الجنوبي حفظكم الله ياابطالنا ونصركم ع عدونا وعدوكم وسدد رميكم ,pos
 الله يحميكم وجعل ربي ينصركم ما نسيناكم رجال_الحد_الجنوبي ,pos
 الله يرحمك ويفغر لك راح نفقدك ي عبدالرحمن رجال_الحد_الجنوبي ,pos
 الله يسدد رميكم يالمخلصين ماخبت الهقوه بكم وقت المحن قوه عزيمتكم تعمي عيون المعتدين يامرخصين اعماركم دون الوطن اثر علي ر ,pos
 الله يعز الحكومه والجيش وينصرهم على المفسدين والمجرمين رجال_الحد_الجنوبي,pos
 الله يقوي قلوبهم ويثبت اقدامهمم نعم الرجال رجال_الحد_الجنوبي رجال_الحد_الجنوبي,pos
 الله يقويكم وينصركم الله يكون بعونكم عايشين في اجواا وظروف ما يعلم فيها الا الله سبحانه رجال_الحد_الجنوبي ,pos
 الله ينصركم ويثبت اقدامكم استودعناكم الله الذي لاتضيع ودائعه رجال_الحد_الجنوبي,pos
 الله ينصرهم ويثبتهم ويسسد رميهم رجال_الحد_الجنوبي,pos
 الله ينصرهم ويسدد رميهم ويحفظهم من كل شر ويردهم سالمين غانمين ياقوي ياعزيز رجال_الحد_الجنوبي ,pos
 اللهم اجبر قلوبهم ومنحهم القوه والصبر اللهم سدد رميهم واحفظهم من كل شر وايدهم بالنصر من عندك رجال_الحد_الجنوبي ,pos
 اللهم اجعلها ليله نصر وعز وتمكين لجنودنا وقيادتنا ومن عاونهم وناصرهم رجال_الحد_الجنوبي ,pos
 اللهم احرسهم بعينك التي لا تنام فهم اخواننا واباانا واصحابنا وحراس امننا من بعدك رجال_الحد_الجنوبي ,pos
 اللهم احفظ ابطالنا وانصرهم وسدد رميهم وانصرهم على عدوك و عدوهم يارب العالمين رجال_الحد_الجنوبي ,pos
 اللهم احفظ اخواننا اللهم سلمهم واربط على قلوبهم وثبت اقدامهم وانصرهم وردهم لاحبابهم سالمين رجال_الحد_الجنوبي ,pos
 اللهم احفظ بلادنا من كل مكروه رجال_الحد_الجنوبي ,pos
 اللهم احفظ بلادنا وادم علينا نعمه الامن والايمان في ظل قيادتنا الحكيمه رجال_الحد_الجنوبي,pos
 اللهم احفظ جنودنا البواسل ع الحد الجنوبي رجال_الحد_الجنوبي,pos
 اللهم احفظ جنودنا البواسل واربط على قلوبهم وانصرهم على اعدائهم وارحمهم شهدااهم رجال_الحد_الجنوبي جنودنا_المرابطين ,pos
 اللهم احفظ جنودنا البواسل وانصرهم واربط على قلوبهم واعدهم الى اهلهم سالمين غانمين منتصرين يارب العالمين رجال_الحد_الجنوبي جن ,pos
 اللهم احفظ جنودنا ثبت اقدامهم سدد رميهم اشف مريضهم اغفر لشهيدهم رجال_الحد_الجنوبي ,pos
 اللهم احفظ جنودنا وسدد رميهم وكن لهم ومعهم ولياونصيرا وادم الامن والامان على وطننا الغالي رجال_الحد_الجنوبي ,pos
 اللهم احفظ رجال امننا بحفظك وتقبل الشهداا منهم وعافي المصاب يارب العالمين القصاص_من_52_ارهابيا رجال_الحد_الجنوبي ,pos
 اللهم احفظ رجالنا البواسل واربط على قلوبهم وانصرهم على القوم الظالمين رجال_الحد_الجنوبي ,pos
 اللهم احفظهم بحفظك اللهم انصرهم وسدد رميهم اللهم تقبل شهيدهم اللهم اشف جريحهم اللهم ثبت اقدامهم رجال_الحد_الج ,pos
 اللهم احفظهم بما تحفظ به عبادك الصالحين وايدهم بنصرك على اعداا الامه والدين رجال_الحد_الجنوبي ,pos
 اللهم احفظهم من بين ايديهم ومن خلفهم وعن ايمانهم وعن شمائلهم اللهم سدد رميهم وايدهم بنصرك رجال_الحد_الجنوبي ,pos
 اللهم احفظهم وانصرهم وادحر عدوهم واعدهم الى اهليهم سالمين غانمين رجال_الحد_الجنوبي ,pos
 اللهم احفظهم وسدد رميهم نحن فخورين بجنودنا البواسل بارك الله فيهم رجال_الحد_الجنوبي ,pos
 اللهم احفظهم وسدد رميهم وتقبل شهدائهم وانصرهم ياكريم رجال_الحد_الجنوبي,pos
 اللهم احفظهم وسدد رميهم وثبتهم واكلاهم بعينك التي لا تنام وعجل بنصرهم وردهم الى اهليهم سالمين غانمين رجال_الحد_الجنو ,pos
 اللهم احفظهم وسدد رميهم وردهم لاهلهم سالمين منتصرين رجال_الحد_الجنوبي الجيش_السعودي ,pos
 اللهم احفظهم وسدد رميهم ونصرهم على اعداهم رجال_الحد_الجنوبي ,pos
 اللهم احم بلادنا وانصر جنودنا رجال_الحد_الجنوبي وكن لهم ومعهم وانصرهم على عدوك وعدونا رضي الله عنكم وبارك فيكم ,pos
 اللهم اربط على قلب كل ام ذهب ابنها تلبيه ل نداا الواجب اللهم ردهم عاجلا غير اجل بنصر مؤزر سالمين معافين يا الله رجال ,pos
 اللهم ارحم شهداا الوطن الذين قدموا ارواحهم فداا للوطن رجال_الحد_الجنوبي,pos
 اللهم استودعناك رجال_الحد_الجنوبي ,pos
 اللهم اعز الاسلام والمسلمين والمرابطين يارب قوي عزيمتهم وانصرهم على الاعداا ورحم موتاهم وتقبلهم من الشهداا رجال_الحد_الجنوبي,pos
 اللهم اعز الاسلام وانصر المسلمين اللهم انصر اخواننا المرابطين على الحدود رجال_الحد_الجنوبي ,pos
 اللهم امين يا رب العالمين لا تنسونهم من دعائكم رجال_الحد_الجنوبي,pos
 اللهم ان رجال امننا قدسهرت اعينهم جل راحتنا وامننا اللهم انصرهم وسددرميهم وردهم هلهم سالمين رجال_الحد_الجنوبي ,pos
 اللهم انا لنا جنود يقاتلون دفاعا عن ارضنا و حفاظا على امننا فسدد رميهم و قوي عزيمتهم و انصرهم على عدوهم رجال_ ,pos
 اللهم انا نسالك ان تحفظهم و تنصرهم و تردهم الى اهلهم سالمين غانمين جنودنا_البواسل رجال_الحد_الجنوبي ,pos
 اللهم انا نستودعك جنودنا الذين يحاربون الان عدوك وعدوهم اللهم انصرهم وسدد رميهم اعاده_الامل رجال_الحد_الجنوبي ,pos
 اللهم انا نستودعك جنودنا الذين يحاربون الان عدوك وعدوهم اللهم انصرهم وسدد رميهم وانزل سكينتك عليهم واعدهم سالمين ر ,pos
 اللهم انا نستودعك جنودنا المرابطين اللهم انصرهم وسدد رميهم واشفي مريضهم واحفظهم من كل شر رجال_الحد_الجنوبي,pos
 اللهم انا نستودعك رجال_الحد_الجنوبي فاحرسهم بعينك التي لاتنام واعنهم وانصرهم وسدد رميهم وثبت اقدامهم وانزل سكينتك عليهم يارب,pos
 اللهم انت عضدهم نصيرهم اللهم فانصرهم نصرا مؤزرا واربط على قلوبهم وثبت اقدامهم رجال_الحد_الجنوبي,pos
 اللهم انصر ابطالنا المجاهدين في سبيلك اللهم سدد رميهم وثبت اقدامهم والقي الرعب في قلوب اعدائك و اعدائهم رجال_الحد_ا ,pos
 اللهم انصر اخواننا المرابطين على الثغور اللهم سدد رميهم وثبت اقدامهم رجال_الحد_الجنوبي زد_رصيدك18 ,pos
 اللهم انصر جنودنا الابطال رجال المهمات الصعبه من ضحوا بانفسهم وارواحهم ووقتهم وتركوا ابنائهم من اجل حمايه وطننا الغا ,pos
 اللهم انصر جنودنا البواسل واعنهم وسدد رميهم واحفظهم فانت خير الحافظين لاتنسونهم من خالص دعاكم رجال_الحد_الجنوبي ,pos
 اللهم انصر جنودنا البواسل وحمي بلاد الحرمين رجال_الحد_الجنوبي,pos
 اللهم انصر جنودنا في الحد الجنوبي وبارك رميهم واخذل عدوهم رجال_الحد_الجنوبي ,pos
 اللهم انصر جنودنا وثبت اقدامهم وسدد رميهم ومكنهم من عدوهم واحفظهم بحفظك ياقوي نصرك العاجل لهم رجال_الحد_الجنوبي ,pos
 اللهم انصر رجال_الحد_الجنوبي واجمع شملهم واربط على قلوبهم ووحد صفوفهم وكلمتهم اللهم كن معهم وارزق الشهداا منهم الفردوس الاع ,pos
 اللهم انصر رجال_الحد_الجنوبي وايدهم وسددهم واربط على قلوبهم وثبت اقدامهم واجمعهم على الحق واقبل شهدااهم واشف جرحاهم واخل ,pos
 اللهم انصر عبادك المرابطين و المجاهدين في سبيلك على عدوك و عدوهم و احفظهم بحفظك و ايدهم بجنود من عندك رجال_الحد_الج ,pos
 اللهم انصرجنودنا البواسل وسدد رميهم واحفظهم من بين ايديهم ومن خلفهم واجعل دوائر السوا على عدوهم رجال_الحد_الجنوبي ,pos
 اللهم انصرجنودناوسدد رميهم وثبت اقدامهم وادحرعدوهم رجال_الحد_الجنوبي اقترحني ,pos
 اللهم انصرنا ع عدونا وعدوهم وثبتهم وسدد رميهم رجال_الحد_الجنوبي نفتخر_بجنود_ورجال_وطنا ,pos
 اللهم انصرهم بنصرركك وسدد رميهم واخزي عدوهم رجال_الحد_الجنوبي,pos
 اللهم انصرهم على عدوك وعدوهم اللهم اهلك الحوثيين عددا ولا تبقي منهم احدا اللهم من ارادهم جنودنا بسوا فاشغله في نفسه رجال_الح ,pos
 اللهم انصرهم على عدوهم اللهم ثبتهم يارب العالمين رجال_الحد_الجنوبي ,pos
 اللهم انصرهم نصرا مؤزرا رجال_الحد_الجنوبي المملكه_العربيه_السعوديه قال قدوتنا_رسول_الله ,pos
 اللهم انصرهم واحفظهم انك قادر ع كل شي رجال_الحد_الجنوبي,pos
 اللهم انصرهم واخزي عدوهم واحقن دمائهم واحملهم بعزتك وقوتك اللهم استودعناك ابطالنا فاحفظهم بعينك التي لاتنام رجال_الحد_ال ,pos
 اللهم انصرهم واقبل الشهداا فك الاسرى وارحم الموتى وتول ذراريهم واسرهم و ايتامهم و ارع اطفالهم وصغارهم واحم اعراضهم رجال_ا ,pos
 اللهم انصرهم وثبتهم واسعدهم واجزهم عنا خير الجزاا واحفظهم وذريتهم يارب العالمين انتم فخرنا رجال_الحد_الجنوبي ,pos
 اللهم انصرهم وسدد رميهم وردهم لنا سالمين غانمين يارب العالمين رجال_الحد_الجنوبي ,pos
 اللهم انصرهم وسدد رميهم وكن لهم ولاتكن عليهم لكم منا اصدق الدعاا انتم تدافعون عن الحرمين الشريفين اقدس بقاع الارض رجال_ال ,pos
 اللهم انصرهم وسدد رميهم ياحي ياقيوم رجال_الحد_الجنوبي,pos
بالصور التضامن مع فرنسا بعد هجمات باريس ,pos
 اللهم سدد رميهم واحفظهم من كل مكروه رجال_الحد_الجنوبي,pos
 اللهم سدد رميهم وانصرهم على عدونا وعدوهم وارحم واغفر لمن توفي منهم امين رجال_الحد_الجنوبي,pos
 اللهم سدد رميهم وثبت اقدامهم وانصرهم وكن لهم عونا ووليا ونصيرا اللهم امين رجال_الحد_الجنوبي,pos
 اللهم سدد رميهم وثبت اقدامهم وقوي عزيمتهم واهلك عدوك وعدوهم رجال_الحد_الجنوبي انتم_فخرنا ,pos
 اللهم شد من ازر جنودنا البواسل وايدهم بنصرك واحفظ بلاد الحرمين من كل سوا رجال_الحد_الجنوبي الحد_الجنوبي ,pos
 اللهم عجل بنصرنا واربط على قلوب جنودنا ياكريم رجال_الحد_الجنوبي,pos
 اللهم كن عونا ل جنودنا البواسل اللهم سدد رميهم اللهم انصرهم بنصرك اللهم احفظهم بحفظك يارب رجال_الحد_الجنوبي ,pos
 اللهم كن لابطالنا الجنود البواسل في سبيلك مؤيدا وظهيرا ومعينا ونصيرا اللهم سدد رميهم واربط على قلوبهم وثبت اقدامهم رجا ,pos
 اللهم كن لجنودنا البواسل سندا ومعينا ومؤيدا وظهيرا وارزقهم من لدنك نصرا عزيزا رجال_الحد_الجنوبي,pos
 اللهم كن لهم خير ناصرا و حافظ و معينا اللهم عجل لهم بالنصر و الفرج رجال_الحد_الجنوبي ,pos
 اللهم كن لهم عونا ومعين ونصرهم على عدوهم ورحم الشهداا منهم رجال_الحد_الجنوبي ,pos
 اللهم كن مع جنود الوطن اللهم احفظهم بحفظك وانصرهم بنصرك واخلفهم في اهلهم بخير الحد_الجنوبي رجال_الحد_الجنوبي ,pos
 اللهم كن مع جنودنا وقوي عزائمهم وانصرهم على عدوهم وارحم من استشهد منهم واجعل الجنه دارهم وقرارهم يا ارحم الراحمين رجال_ ,pos
 اللهم منزل الكتاب مجري السحاب هازم الاحزاب اهزم الحوثيين وانصرنا عليهم اللهم عجل فرج اخواننا في الثغور و سدد رميهم ,pos
 اللهم وفق رجال_الحد_الجنوبي وسدد رميهم واكتب اجرهم وتقبل شهودهم واحفظهم من بين ايديهم ومن خلفهم,pos
 اللهم وفق وانصر رجال_الحد_الجنوبي على اعداا الوطن اللهم ارحم الشهداا واشف الجرحى,pos
 اللهم وفقهم اللهم سدد رميهم اللهم احفظهم من كل سوا اللهم اعدهم لاهلهم سالمين غانمين امين امين رجال_الحد_الجنوبي ,pos
 اللهم وفقهم وسدد رميهم وكن عونن لهم واجبر كسرهم واشفي مصابهم وتقبل شهيدهم كانت ليله طويله عليهم رجال_الحد_الجنوبي,pos
 اللهم يا اعظم من سئل واكرم من اعطى انصر جنودنا على الحدود واحفظهم وسدد رميهم وكن في عونهم وخذ بايديهم وردهم سالمين رج ,pos
 اللهم يا من انشق الفجر بامره وهزم الاحزاب وحده اجعل يومنا هذا عزا ونصرا للمسلمين ولجيوشنا المرابطه رجال_الحد_الجنوبي,pos
 اللهم يا من لا يخلف وعده ولا يهزم جنده انصر جنودنا في الحد الجنوبي على الحوثيين اللهم ثبت اقدامهم وسدد رميهم وانصرهم رجال_ ,pos
 اللهم يارب السموات السبع في هذا اليوم المبارك احفظ جنودنا المرابطين على الحدود وسدد رميهم ووحد كلمتهم وايدهم بتاييدك ,pos
 اللهم ياعزيز ياقدير انصر رجال_الحد_الجنوبي المرابطين على حدود بلاد الحرمين بنصر من عندك وثبت اقدامهم ومكنهم من رقاب ا ,pos
 اللهم ياملك الملوك ياحي ياقيوم انصرهم وادم علينا نعمه الامن والامان رجال_الحد_الجنوبي,pos
 اللهم_انصر_جنودنا_في_الحد_الجنوبي نصر من الله وفتح قريب عاصفه_الحزم رجال_الحد_الجنوبي ,pos
 الى كل عين تحرس في سبيل الله الله ينصركم ويسددكم ويعيدكم لنا سالمين غانمين رجال_الحد_الجنوبي,pos
 ام الشهيد صالح العمري تستقبل جنازه ابنها باطلاق الرصاص مع زغاريد النساا وحمل البيارق رجال_الحد_الجنوبي الباحه ,pos
 انتم فخرنا ياجنودنا البواسل حفظكم الله ونصركم وسدد رميكم ورحم الشهداا منكم حفظكم الله وردكم لااهلكم بخير وعز الوطن انتم رجال ,pos
 اهداا الى قواتنا المسلحه من اعمالي ومن اداا عمر الشهري رجال_الحد_الجنوبي اللهم ,pos
 بارك الله فيك والله يبيض وجهك ويحفظك ابدعت بنقل الحدث وبكل صدق فعلا اعتز ولي الشرف اني اتابعك رجال_الحد_الجنوبي,pos
 بدا الاشتباك الليلي يارب نصرك رجال_الحد_الجنوبي نجران_الان الربوعه ,pos
 بدات قبل قليل عمليه السيل_الجرار اللهم انصرهم وسدد رميهم وكن معهم يارب العالمين وردهم سالمين غانمين لاهلهم وابنااهم رجال_ ,pos
 بطل في قريه الحثيره يقاتل وهو ينزف رجال_الحد_الجنوبي ,pos
 بطل يودع بطل صوره مؤثره لجندي سعودي يودع زميله شهيد ميدان البطوله والكرامه رجال_الحد_الجنوبي تغريده_من_الحد ,pos
 بلغني ثبوت نبا استشهاد_سعيد_ال_سليم_العجيري رحمه الله وتقبله بقبول حسن نحسبه كذلك والله حسيبه جيشنا_يصنع_التاريخ ب رجال ,pos
 تحيه الى رجال_الحد_الجنوبي اللهم انصرهم وسدد رميهم وثبت اقدامهم واربط على قلوبهم للاسف اعلامنا_ينسى_ابطالنا ,pos
 تحيه محبه واحترام ل رجال_الحد_الجنوبي وللذين يقاتلون في العمق اليمني فاللهم احفظهم واعنهم وانصرهم على عدوك وعدوهم ,pos
 تركوا الاباا والامهات والزوجات والابناا طاعتا لولي الامر وتلبيه لعاصفه الحزم لنصر الدين وحفظ الامن الايستحقون منا الدعاا رجا ,pos
 تركوا ملذات الدنيا فارقوا ابنائهم وزوجاتهم للجهاد الحقيقي دفاعا عن الحرمين رجال_الحد_الجنوبي ,pos
 تعليق الله ينصرهم ويسدد رميهم يارب العالمين غرد_بصوره رجال_الحد_الجنوبي ,pos
 تكريما ل الابطال شهداا_الواجب الذين ضحوا بحياتهم لاجلنا ولاجل هذا الوطن وامنه وجد هذا الحساب رجال_الحد_الجنوبي الح ,pos
 تنام اعيننا و رجال_الحد_الجنوبي اعينهم لا تنام تسهر على حفظ امننا اللهم يامن لا تنام عينه احفظهم بحفظك ,pos
 جنودنا البواسل المرابطين على الحدود عيون ساهره لحراستنا اللهم احفظهم بحفظك وانصرهم بنصرك واعدهم لاهلهم سالمين غانمين رجال_ ,pos
 جنودنا البواسل يلتمسون من الدوله تسديد ديونهم كمكافاه لما قدموه للوطن رجال_الحد_الجنوبي بنك_التسليف ,pos
 جنودنا بالتاكيد لن ننساكم من الدعاا ونفاخر بكم الابناا موفقين مسددين منصورين باذن الله رجال_الحد_الجنوبي ,pos
 جنودنا_البواسل رجال_الحد_الجنوبي الحد_الجنوبي شهدانا شهيد الواجب عبدالرحمن العامري ,pos
 جنودنا_البواسل رجال_الحد_الجنوبي يالله انك تنصرهم وتهزم اعداا الدين ,pos
 جنودنا_البواسل قلوبنا معاكم الله ينصركم رجال_الحد_الجنوبي ,pos
 جنودنا_البواسل كل ما يطلبونه هو الدعاا لهم بالنصر فى كل صلاه رجال_الحد_الجنوبي ,pos
 جنودنا_البواسل_لم_ولن_ننساكم رجال_الحد_الجنوبي بيض الله وجوهكم في الدنيا والاخره وجزاكم الله عنا خير الجزاا ,pos
 حبكم لا يمكن ان يختلط به نفاق يا رجال_الحد_الجنوبي يكفي انكم تضحون بارواحكم لاجل حمايه ارواحنا دعمنا ودعواتنا لكم واجب ,pos
 حلم كل مجاهد في سبيل الله يدافع عن ارضه وبلاد الحرمين على الشريط الحدودي نجران_الان رجال_الحد_الجنوبي ,pos
 حماكم الله وسدد رميكم رجال_الحد_الجنوبي ,pos
 حماه الوطن الذين لا يعرفون الخنوع والتخاذل يستحقون الكثير تعديل_سلم_رواتب_العسكريين رجال_الحد_الجنوبي ,pos
 حماه الوطن يخوضون معارك هي الاعنف منذ بدايه عاصفه_الحزم فارتفعت الاكف وتضرعت القلوب بالدعاا لهم رجال_الحد_الجنوبي ,pos
 حنا اصابعنا يابنت الله خلقها للزناد ولا اصابع غيرنا خلقت لحك خشومها سليمان المانع رجال_الحد_الجنوبي ,pos
 رجال_الحد_الجنوبي احدهم مات في نفس اليوم الذي ولدت زوجته بطلا مثله والاخر رحل بجوارربه وترك اسره تنتظر عودته بشغف الا يست ,pos
 رجال_الحد_الجنوبي اذا الاعلام تجاهلكم فنحن معكم وندعو لكم اللهم انصرهم وقوي عزائمهم واحفظهم بحفظك واحفظ لهم ايمانهم جنودن ,pos
