Tweet,Polarity
 شهداا الوطن ورجاله المخلصين الى جنات الخلد يا ابطال انتو فخرنا رجال_الحد_الجنوبي ,pos
 شهداا مملكتنا في قلوبنا ما حيينا شباب الوطن اسماؤهم تسطر في التاريخ رحمكم الله لن ننساكم رجال_الحد_الجنوبي ,pos
 شهيدكم في خلد جنات الانهار من شرفه الفردوس حي يراكم رجال_الحد_الجنوبي ,pos
 شيله كليب اذخري شعبك لاحان القشر دونك ذرى كل منهم وده يموت فوق ارضك شهيد رجال_الحد_الجنوبي ,pos
 صباح الابطال رجال_الحد_الجنوبي اللهم تقبل الشهداا واشف المصابين وكن مع المرابطين واحفظهم بحفظك ,pos
 صباح الخير للمرابطين على الحدود رجال_الحد_الجنوبي يحمون الوطن بارواحهم شكرالكم فردا فردا الله لايردكم خايبين ,pos
 صباح الخير و العزه والنصر باذن الله تعالى رجال_الحد_الجنوبي ,pos
 صباح الخير ياقوم ونبدا يومنا بذكر المطاليق وطاريهم اللهم انصرهم واحفظهم رجال_الحد_الجنوبي ,pos
 صباح العز صباح الشجاعه والبساله صباح الفخر يارب ثبتهم وسدد رميهم رجال_الحد_الجنوبي,pos
 صدقاتنا ودعواتنا لكم بان يجعلكم في حفظه احياا او شهداا رجال_الحد_الجنوبي,pos
 صوره بالف كلمه رجال_الحد_الجنوبي ,pos
 يارب ان على الحد الجنوبي رجال صدقواماعاهدوا الله عليه يارب اكتب لهم النصروالثبات يارب احفظهم وسدد رميهم وردهم سالمين رجال_ ,pos
 يارب انصر جنودنا البواسل الابطال اللهم سدد رميهم يارب اللهم تقبل شهدائنا واحمي الباقين وردهم الي اهلهم سالمين غانمين ر ,pos
 يارب انصر جنودنا رجال_الحد_الجنوبي وثبت اقدامهم وقوي عزمهم وانصرهم وافرح قلوبنا برجعتهم لنا سالمين منصورين ,pos
 يارب انصرهم وثبت اقدامهم وكن لهم ناصرا ومعينا اللهم يامن لاتضيع عنده الودائع استودعتك جميع جنودنا المرابطين ع حدود الوطن ,pos
 يارب انك تحميهم وتحفظهم وترجعهم لاهليهم سالمين يارب زد هذا البلد امن ومان وفرحنا بنصر قريب يارب رجال_الحد_الجنوبي ,pos
 يارب تحفظهم وترجعهم لنا سالمين منتصرين رجال_الحد_الجنوبي ,pos
 يارب يارب كن معهم وانصرهم على عدوهم وردهم لاهلهم سالمين يارب العالمين رجال_الحد_الجنوبي,pos
 ياربي انصرهم واحفظهم بعينك التي لاتنام واغفر لما استشهد منهم وجعل منزلتهم مع الصديقين والابرار رجال_الحد_الجنوبي,pos
 يازين_الرجال_اللي يدافع عن دينه ووطنه وشعبه ويتشرف بذلك رجال_الحد_الجنوبي جنودنا_البواسل_لم_ولن_ننساكم ,pos
 يازين_الرجال_اللي يدافع ويحمي بلاده ويفديها بنفسه ودمه الله يقويكم يا اسود الوطن ويرحم شهدائكم رجال_الحد_الجنوبي ,pos
 يالله ان لنا اخوانا تركوا اهلهم واولادهم لاعلاا كلمتك والذود عن ارض الحرمين فاحفظهم بحفظك وانصرهم على عدوهم رجال_الحد_الجن ,pos
 ياما على راس الطويله رقينا والصف واحد لا تمايل ولا طاح رجال_الحد_الجنوبي ,pos
 يحق لنا الفخر بجنودنا البواسل اللهم ثبت اقدامهم و سدد رميهم و انصرهم رجال_الحد_الجنوبي ,pos
 يحمون الوطن كل الوطن ليس بكثير عليهم ان تتنازل البنوك عن قروضهم كنوع من المسؤوليه الاجتماعيه رجال_الحد_الجنوبي ,pos
 يدافعون حتى تبقى رايه التوحيد خفاقه ويبقى هذا البلد عزيزا مجيدا وينصرون يمنا مسلوبا رجال_الحد_الجنوبي ,pos
 يقدم نفسه رخيصه من اجل ان تعيش انت رجال_الحد_الجنوبي ,pos
 يقدمون اجمل صورالفداا لوطنهم والدفاع عن ارض الحرمين بكل عزم وحزم اللهم مكنهم وانصرهم وسددرميهم رجال_ا ,pos
 احسنت كثيرا عزيزي المجاهد بكلمات الرثاا للشهيد النمر عظم الله ,pos
 استشهاد النمر تحقيق للحريه والعداله ونصر لكل المظلومين ونصر لليمن انتصرنا بااستشهادك يارجل الاسلام والحق,pos
 اعدام نمر النمر خطوه ايجابيه ان تركه حرا طليقا كان ليساعد على تاسيس خلايا ارهابيه كحزب الله في لبنان بقياده الارهابي نص ,pos
 اعدام نمر النمر والغلاه اثبت السعوديه تحكم بالشريعه السعوديه دوله قويه تملك قرارها دوله لا تابه بالتهديدات من هم الاصدقاا ,pos
 اعظم الله اجورنا واجوركم باستشهاد بطل الكلمه الصادقه الشيخ ايه الله ال ,pos
 اقص ما تفعلونه هو الموت مرحبا بالشهاده في سبيل الله استشهاد ايه الله النمر ,pos
 الحمد لله الذي بنعمته تتم الصالحات الداخليه تنفذ احكاما بالقتل في 47 خارجيا بينهم فارس ال شويل ونمر النمر ,pos
 الشيخ الشهيد نمر النمر قال كلمه حق فنال الشهاده ,pos
 اليوم حدي مستانس على قصاص نمر النمر عقبال كلاب ايران وخليه العبدلي تنفيذ_القصاص_علي_47_ارهابي,pos
 ان كنتم تملكون فرعونااا فنحن نملك الحسين هيهات منا الذله رحمااك الله يالشيخ نمر باقر النمر ,pos
 ايا النمر الاباا وعزه الشرف عدموك والله فلن تبقئ عساكرهم ويبقئ دمك المحفوف بالظفر استشهاد_النمر,pos
 بمزيدا من الفخر والاعتزاز تزف شيعيه امير المؤمنين علي بن ابي طالب الشيخ المجاهد البطل النمر هنيا لك الشهاده ,pos
 بيان_وزاره_الداخليه نحمد الله على تطبيق حدود الله في الارهابين فارس ال شويل نمر النمر وغيرهم الله يرحمك لن انساك ,pos
 تنفيذ_حكم_القصاص بالمجرم نمر النمر تنفيذ لحكم الله وشفاا لغيض قلوب المؤمنين وتنفيذ للعداله ا<U+FEFB>لهيه ,pos
 ثورتكم مباركه بدما الشهيد الشيخ نمر النمر ولاتتقاعسو او تهنو فثمن الحريه اغلا ثمن عليكم الاسبا ,pos
 رحمك الله يا ايها النمر الى جنات الخلد الا لعنه الله على الظالمين ,pos
 شعب ايران بطل عن جد وبيقف بحق مع شعوب ,pos
 قاسم_يهاجم_الملك_عبدالله نعتذر لك ابومتعب ستظل حبيبنا رجل التاريخ وصانع الحضاره وفخر العرب وتبا لك من تافه ياقاسم ,pos
 قاسم_يهاجم_الملك_عبدالله هؤلاا المتاسلمين لايزيدنا هجومهم على الملك عبدالله الا دعاا وحبا لسيرته العطره رحمك الله ياسيدي ,pos
 قاسم_يهاجم_الملك_عبدالله والله كل الخير شفناه في عهد الملك عبدالله بن عبدالعزيز وماظن يتكرر حاكم مثله محب لشعبه و حنون عليهم ,pos
 قاسم_يهاجم_الملك_عبدالله وما اعتقده في الملك الراحل ان فترته كانت الاجمل وكان رجل الاصلاح الاول وساهم بما يستطيع في صن ,pos
 قاسم_يهاجم_الملك_عبدالله يارب تنزل على قبره شابيب الرحمه وتعز ابو فهد وتنصر دولتنا على كل متربص ,pos
 قاسم_يهاجم_الملك_عبدالله يامال الجنه البارده يابومتعب حبك مزروع فينا ماحيينااما كلاب النار فقد اوجعتهم حيا وميتا الله يرحمك ويسكنك الفردوس,pos
 كنت اظنك باحث عن الوحده ولم الصف ولكن بهذت تحيي التصنيف وتهاجم ملك محبوب رحم الله كان خيره على الاسلام والمسلمين قاسم_يهاجم_ ,pos
 لاحول ولاقوه الا بالله يكذبون على اهل الدين ونعم المقال يااستاذ قاسم ادعو الجميع لقراته قاسم_يهاجم_ا ,pos
 ليس قاسم فقط الملك سلمان حفظه الله وسدده قام بطرد خالد التويجري من الديوان لانه يعلم بانه لا يصلح لهذا المكان قاسم_يهاجم_ال ,pos
 مامات ابو متعب وبقلوبنا يعيش مرحوم ياعودا قال اذكروني قاسم_يهاجم_الملك_عبدالله شهم ,pos
 ملك_القلوب ملك_الانسانيه لن ننسى ابو متعب حبيب الشعب رحمه الله وغفر له قاسم_يهاجم_الملك_عبدالله ,pos
 نحن احببنا الملك عبدالله بن عبدالعزيز رحمه الله من قلوبنا ولم نحبه لانه ملك ونرجوا ان لا يسبه احد احتراما لنا كشعب قاسم_يهاج ,pos
 هذا ملك العطاا هذا من ربط سعادته بسعاده المواطن هذامن احبه شعبه وبادلهم الحب انت من تكون قاسم_يهاجم_الملك_عبدالله ,pos
 هو الداعم للاب والابن الطفل الطالب التاجر العاطل والفقير والارمله والمطلقه والضعيف ينظر الى الشعب وكانهم ابناؤه قاسم_يهاجم_ا ,pos
 ياجعل ابومتعب بجنات النعيم الله يرحمه ويغفرله انا وغيري الالاف استفادو من برنامج الابتعاث والسبب هو بعد الله قاسم_يه ,pos
ابشركم الموقع انحجب قاسم_يهاجم_الملك_عبدالله الحمد لله والله اكبر ,pos
اجمل حقبه وافضلها واكثرها ثقافه وعلما وانفتاحا وارتفاعا في سقف حريه الراي والكلمه واكثرها رغدا في العيش قاسم_يهاجم_الملك_عبدالله,pos
 احلا خبر سمعته بحياتي قساس نمر النمر اللهم زد وبارك وحفظ حكامنا ال سعود,pos
 استشهاد_ايه_الله_النمر نبارك الاحباب والمسلمين تم اعدام الجلب نمر النمر وكل عام وانتم بخير,pos
 الشهيد البطل نمر النمر ,pos
 الشيخ النمر شهيدا يبشر بالنصر الى_عليين ,pos
 اللهم لك الحمد والشكر اقامه حد القتل في 47ارهابي ومن ضمنهم نمر النمر ,pos
 اليوم افرحنا سلمان الحزم بقطع دابر النمر وغدا باذن الله سوف تفرح الامه الاسلاميه بقطع دابر الاسد,pos
 بمزيدا من الفخر والاعتزاز تزف شيعيه امير المؤمنين علي بن ابي طالب الشيخ المجاهد البطل النمر هنيا لك الشهاده ,pos
 صبرا ال النمر ان موعدكم الجنه قتل_النفس_الذكيه الشيخ النمر ,pos
 على نهج الحسين سائرون الشيخ نمر باقر النمر شهيدا ,pos
 فارس_ال_شويل سني و نمر النمر شيعي الدوله و الامن خط احمر والقصاص من الارهابي لا يفرق بين منطقه او مذهب او ,pos
 قسما <U+261D> لن يذهب دمك هدرا شيخنا النمر رحلت شهيدا سعيدا وستبقى عظيما مخلدا <U+261D> ,pos
 كتبوا التاريخ من دمهم زلمنا اعظم الله لكم الاجر بشهاده ايه الله نمر النمر استشهاد_ايه_الله_النمر ,pos
 لا يوجد دوله في العالم تسطيع ان تقف في صف ارهابي وتمنع تطبيق شرع الله عليه ونمر النمر اكبر دليل تنفيذ_القصاص_على_47_ارهابي,pos
 لاسيما ان الشهيد النمر كان من ابرز الدعاه الى الوسائل السلميه ونبذ العنف للمطالبه بالحريه والعداله الاجتماعيه ووحده ال ,pos
 لم تزده الشهاده الا علوا في الدنيا والاخره فقد كان مثال لافضل الجهاد كلمه حق امام سلطان جائر ولم يزد ال سعود الا خسه و ,pos
 ليتني هناك كان ارقص على صراخهم ,pos
 ماعندنا لك غير حد السيف يا نمر النمر نمر_النمر القصاص_من_الارهابيين ,pos
 نفدي النحر والروح لجلك يالحسين النمر لمن صاح هز الميادين بقم خادمكم عظم الله لنا ولكم الاجر بالشيخ النمر ,pos
 ولاتحسبن الذين قتلوا في سبيل الله امواتا بل احياا عند ربهم يرزقون الشهيد الشيخ النمر ,pos
 ومضى النمر شهيدا سيكتب التاريخ يوما كان في القطيف نمر بالف قبيله نمر كان امه في رجل وقد قتل مطلوما استشهاد_النمر ,pos
الشهيد البطل نمر النمر ,pos
الشيخ الشهيد نمر النمر ,pos
بيان سماحه المرجع الديني ايه الله العظمى السيد محمود الهاشمي دام ظله بمناسبه استشهاد الشيخ النمر رحمه الله ,pos
مازال طريق الحسين مستمرا واليوم استشهد صاحب كلمه الحق ضد الضالمين استشهاد الشيخ النمر ,pos
 ابتسم يا جداه فان ابتسامتك تزيد من عزمنا فمنكم نتعلم يا رجال العقيده الخالصه الحشد_الشعبي رجال النصر الا_حشدنا ,pos
 ابطال الحشد الشعبي يشاركون اطفال بيجي فرحتهم برفع العلم العراقي في مدارسهم التي تم ,pos
 احنا الدؤله ماعلينا اسياد الله خلقنا كذا نقؤد ما ننقاد ابن الحشد الشعبي ,pos
 اطلق نيرانك لاترحم فرصاصك بالسلاح تحتم عدوك قد جاا وتوهم سيموت بارضك او يهزم ياحشد الله تقدم الحشد_الشعبي ,pos
 الحشد الشعبي البطل هم شباب العراق من كل الطوائف وهم فخر لنا يتصدون لداعش ويذيقوهم الموت لتدنيسهم ارض العراق وا ,pos
 الحشد الشعبي انتم فخرنا ,pos
 الحشد الشعبي ينعى قائد فوج الحمزه الشهيد الرائد عبدالواحد علوان الجبوري خلال تاديه الواجب المقدس في صلاح الدين ,pos
 الحشد_الشعبي والقوات الامنيه تطهر المجمع القضائي شمالي مدينه الرمادي عصابات داعش,pos
 الله يرحمه ويرحم شهداا الحشد الشعبي والقوات المسلحه العراقيه والشفاا العاجل للجرحى,pos
 اللهم احفظ الحشد الشعبي اللهم انصر الحشد الشعبي الحشد_الشعبي الحشد_الشعبي_المقدس لبيك_يا_حسين لبيك_يا_عباس ,pos
 ابشركم نفوق القائد الميداني لميليشيا الحوثي ابو حسين المداني على يد ابطال القوات السعوديه المرابطه على الحدود ال ,pos
 ابطال المقاومه يقبضون علىقائد مليشيا الحوثي بمنطقهمريس مع سبعه من مرافقيه وهم بقبضه المقاومه في مريس بمحافظه الضالع ا ,pos
 افرحي ياتعز وستبشري ياصنعا بعد الصبر جاك الفرج باذن الله ول يخسا الحوثي وشله بقعا العاصفه تجتثكم يامفسدين المله تعز ,pos
 البشائر تتوالى من تعز الصمود وانتصارات ساحقه تحققها المقاومه الشعبيه بدعم من قوات التحالف العربي على ميليشيات الحوثي وعصابات ا ,pos
 التحالف_الخليجي_ضد_الحوثي_وعفاش ساعه الصفر بدات ستكون تعز حكايه عشق لملك انقذها من الموت ومن التغلغل العفن ,pos
 الله اكبر اخبار مفرحه تاتي من اليمن تعز تتحرر الجنوب تحرر وتهامه تتحرر مقتل الكثير من قيادات الحوثي هروب ا ,pos
 الله يحفظه وجنود الوطن وكل شريف يمني ضد الحوثي والمخلوع,pos
 الله ينصر ي اخ محمود والله انكم ي رجال الضالع بينتوا للعالم بانكم رجال ليت كل المحافضات تحذو حذوكم كان ما جلس ,pos
 اللهم انصر جنودنا في معركه_تعز وكن معهم وحقق مرادهم التحالف_الخليجي_ضد_الحوثي_وعفاش ,pos
 اللهم انصر جنودنا وجنود التحالف على الحوثي وميليشيات صالح وطهر تعز منهم وارزق اليمن الامن والامان,pos
 اللهم انصرهم وزلزل الارض تحت اقدام الحوثي وعفاش,pos
 تمنياتنالكم ولشعبكم بالنصر القريب على الحوثي وعفاش واليمن عزيز بكم وبشعبكم وباخوانكم العرب الذين يقفون معكم الان,pos
 عاش الملك سلمان ثم ولد سلمان محمد اللي يعشق المستحيله ما همه الحوثي ولا همه ايران يرسل عليها الموت في كل ليله فهد عباد,pos
 عاصفه الحزم جمله نشاما كل فردن بالالوف ثقله يوازن قدموالارواح ماهابو شهاما ردعو الحوثي صدو المحن ,pos
 عسى الله لا يفرقنا ويحفظنا من كيد الكائدين ابشر ي الحوثي وكل حاقد ترى التكاتف بين الشعبين قائم ودائم ان شاا الله ,pos
 قواهم الله وينصرهم على الحوثي,pos
 مادمت معنا ياسيدي فنحن بخير فوالله لاحبك الا مقاوم ولايكرهك الا عميل السيد_عبد_الملك_الحوثي لبيك_ابا_جبريل ,pos
 بالصوره داعش ولايه تبارك اقدام ال سعود على اعدام الشيخ نمر النمر ,pos
 الوطن ثمنه ارواح تهدى وامجاد تصنع وحضارات تبنى وانجازات يخلدها التاريخ رجال_الحد_الجنوبي سيخلد التاريخ اسم من شارك ونال الشه ,pos
 رجال_الحد_الجنوبي اللهم انصرهم ووحد صفوفهم واهلك عدوهم امين يارب ,pos
 صوره تجسد كل الالم والحزن على فراق زميل في ميادين الشرف يارب انصر وارحم رجال_الحد_الجنوبي اللهم_ارحم_نبيله_شبكشي ,pos
ادعو لهم رجال_الحد_الجنوبي,pos
 شعب قطيف بطل الي الامام لاتراجع النمر حيقود ثوره ميتا ياكلاب ال سعود ,pos
افضل حقبه تاريخيه في عصر المملكه كانت في عهد الملك عبدالله كمم افواه منافقين وتجار الدين والعقول المتحجره قاسم_يهاجم_الملك_عبدالله,pos
 مثلى لا يبايع مثله كم انته عظيم يااشيخ النمر ,pos
 العالم كله استنكر هجمات_باريس وصار بدن يحاربو الارهاب وما حدا عم يستنكر اجرام_اسرائيل بحق فلسطين فلسطين_تنتفض,neg
 الفرنسين يحزنون على الكلبه دييزل ايهما انفع دوله_الخلافه ولايه_الانبار الرمادي ولايه_نينوى هجمات_باريس,neg
 الكل يستنكر ب تفجيرات_باريس واهل سورياكل يوم عندهم تفجير حسافه صار الدم العربي رخيص هجمات_باريس العالم_ضد_الارهاب,neg
 اللاجئون_السوريون يواجهون اسوا كابوس اوروبا هجمات_باريس ,neg
 اللييرالي العربي يبكي ويتالم عند قتل غربي كافر ويصمت عند حرق_القران_في_فرنسا ثم يقولون المسلمون ارهابيون من خضوعكم للغرب ,neg
 المجرم بشار الاسد يدين هجمات باريس ويقول ان هذا ما عانى منه الشعب السوري منذ خمس سنوات مجرم حرب يتحدث عن الاجرام,neg
 المسجد الوحيد بمدينه بيتربره الكنديه يتعرض للحرق من قبل مجهولون على خلفيه هجمات_باريس دون وقوع خسائر بشريه كندا ,neg
 المسلمون في امريكا يواجهون رد فعل عنيف بعد هجمات باريس ,neg
 المسلمين في فلسطين العراق سوريا بورما بين حرب ودم وجوع وحصار ولكن لم ترفع علم اي بلد من تلك البلدان هجمات_باريس ,neg
 الملا الاسد يبتز فرنسا الاعتراف به مقابل معلومات عن هجمات باريس خبر,neg
 الي صار في فرنسا نقطه في بحر الارهاب الاسرائيلي ضد الفلسطينين هجمات_باريس ,neg
 اليمين المتطرف ينشر الكراهيه والخوف من الاسلام في فرنسا بعد هجمات باريس فرنسا هجمات_فرنسا بار ,neg
 امام الخوارج القرضاوي يجيز العمليات الانتحاريه حتى لو كان صد المدنيين اسمعوالفتوى هجمات_باريس,neg
 ان جذور الشر كامنه في السياسات الغربيه لا في العقيده الاسلاميه وفي افعال الظالم المنهجيه لا في ردود افعال المظلوم الفوضوي ,neg
 انتشار الاخبار الكاذبه ونظريات المؤامره بعد اعتدااات باريس via ,neg
 انتقادات لزعيم المعارضه البريطانيه بسبب تصريحه عقب هجمات باريس بان الغرب اوجد الظروف التي سمحت بنشاه تنظيم_الدوله ,neg
 انتقدت رئيس فرنسا بشده وكثير غيري ينتقد الحكومه في الاعلام الفرنسي بعد هجمات_باريس ولم يتهمنا احد بالخيانه او طلب ال ,neg
 انتم ابواق الاعلام الغربي داعش لا يهاجم الغرب انه صنيعهم ويقتل المسلمين فقط منفذ هجمات باريس هي الموساد والمخابرات الفارسيه,neg
 اولا واضح حسدهم على تفوق الغرب لانه يفضح خطابهم الاستعلائي ثانيا لماذا الدفاع عن هجمات_باريس من تحت لتحت ,neg
 اياك ثم اياك ان تكون معتدل بنظر عباد الصليب ستخسر الدنيا والاخره وصيه هجمات_باريس هجمات_فرنسا,neg
 ايها الحقراا هؤلاا لابواكي عليهم تتباكون على الصليبيين ونسيتم مايفعلوه بنا باريس فرنسا داعش هجمات_باريس ,neg
 ايها العالم المنافق باريس_تشتعل فرنسا_تشتعل باريس فرنسا العالم_ضد_الارهاب هجمات_باريس_الارهابيه غزه ,neg
 باريس تهتز على وقع نمط ارهابي اكثر عنفا تفجيرات_باريس هجمات_باريس ,neg
 باريس مدينه النور بنيت على ظلمه الظلم وجماجم الشعوب المقهوره هجمات_باريس تفجيرات_باريس لن_اعتذر_لفرنسا ,neg
 باريس هجمات باريس مشروع دولي مشترك للعنف ,neg
 بدات اشك ان العالم لا تصلهم ماساه عالمنا العربي والا لحزنوا علينا كما حزنوا لضحايا باريس هجما ,neg
 بعد ذبح 1700 عراقي شيعي في مجزره_سبايكر رفض الازهر تكفير داعش فجاه بعد هجمات باريس صاروا خوارج وكفار الخ الخ ,neg
 بعد هجمات باريس روسيا توسع غاراتها في سوريا قبله الحياه لاسد اسرئيل تحظر الحركه الاسلاميه وتستانف الاستيطان للاسف الام ,neg
 بعد هجمات_باريس العقلاا يتحدثون عن عمل استخباراتي يضحي بالابرياا لاجل المصالح السياسيه و الخبثاا يتحدثون عن خطر الا ,neg
 بعد هجمات_باريس حرق مخيم اللاجئين السوريين في فرنسا هجمات_باريس باريس ,neg
